ID,Name,City,State,Address,Postal Code,Website URL,Email,Phone,Summary,Organization Type,Reach,Audience Focus,Climate Categories,Original Climate Categories,Action Category,Original Action Category,Verified,Source,Last Updated
01df3f00-de9a-4226-ab06-b235c0b363dd,New Hampshire Climate Action Network,Wakefield,NH,123 Main St,03872,https://www.nhclimateaction.org,unknown,unknown,Focus on climate action and advocacy in New Hampshire.,Nonprofit / Grassroots,unknown,['unknown'],['Unknown'],[],Unknown,,Not Verified,merge_engine,2026-05-25T03:12:12Z
01ee5f97-3a2b-4932-b9a1-5a7c22fb07bb,King City Climate Action Committee,King City,MA,600 Canal Street,93930,https://concordma.gov/3324/Climate-Action-Committee,unknown,unknown,The King City Climate Action Committee focuses on local climate initiatives and sustainability practices.,Nonprofit / Grassroots,"[""Town / City""]","['Residents', 'Businesses']","['Energy Efficiency', 'Transportation', 'Environmental', 'Food & Food Waste', 'Waste Reduction']",[],Community Engagement,,Verified,merge_engine,2026-05-25T00:27:17Z
01f64637-b699-4975-af73-2a255e289b5b,Sustainable Rehoboth,Rehoboth,MA,"Rehoboth, MA",02769,http://www.sustainablerehoboth.org,unknown,unknown,Sustainable Rehoboth focuses on local sustainability initiatives and climate action programs.,Nonprofit / Grassroots,Town / City,['Residents'],['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
02456547-89f8-4065-84bd-22f77fe9d6b3,Duxbury Renewable Energy Committee,Duxbury,MA,"Duxbury Town Hall, 878 Tremont St",02332,http://www.duxburyma.gov/renewable-energy-committee,unknown,unknown,The Duxbury Renewable Energy Committee works on initiatives to promote renewable energy and reduce carbon emissions in the community.,Municipal / Government-affiliated,Town / City,"['Municipality', 'Residents']",['Energy Efficiency'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
026d7397-6002-48c6-ab3d-0f210fcdd363,North Shore Climate Coalition,Topsfield,MA,100 Cummings Center,01915,http://www.northshoreclimate.org,unknown,unknown,The North Shore Climate Coalition advocates for regional climate action and sustainability initiatives across the North Shore communities.,Nonprofit / Grassroots,Regional,"['Businesses', 'Municipality', 'Residents']",['Unknown'],[],Policy,,Not Verified,merge_engine,2026-05-25T03:12:12Z
0272c55c-2194-4a2d-b036-6ffd90bce885,North Quabbin Energy,Athol,MA,1 Exchange St,01331,http://www.northquabbinenergy.org,unknown,unknown,"North Quabbin Energy is an informal network in north-central Massachusetts that supports and facilitates communication with people and town energy committees to share ideas and projects concerned with issues relating to energy use. They focus on conservation, renewable energy, and local food initiatives.",Nonprofit / Grassroots,Regional,['Residents'],"['Energy Efficiency', 'Environmental', 'Food & Food Waste']",[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
027e4d52-134e-46fb-81c6-9df36bda4e1f,North Coast Climate Action Coalition,Arcata,CA,PO Box 1234,95521,https://www.northcoastclimateaction.org,NCCA@dot.ca.gov,unknown,"The North Coast Climate Action Coalition works on local climate action initiatives and advocacy, focusing on adaptation strategies for vulnerable areas in Northern California.",Nonprofit / Grassroots,Regional,"['Municipality', 'Residents']",['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
02c25d8d-7fc4-4bdd-88bc-444bbd985041,Westford Climate Action,westford,MA,1234 Main St,95354,http://www.modestoclimateaction.org,unknown,unknown,Focuses on local climate action initiatives and community engagement.,Nonprofit / Grassroots,[],['Residents'],['Unknown'],[],Community Engagement,,Verified,merge_engine,2026-05-25T00:27:17Z
0317a51d-1afa-45fe-8043-1c0e38c6e7b7,Nashua Climate Action,Nashua,NH,"Nashua, NH",03060,https://nashuaclimateaction.org,unknown,unknown,Nashua Climate Action focuses on local climate initiatives and community engagement for climate resilience.,Nonprofit / Grassroots,Town / City,['Residents'],['Unknown'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
0324b165-c5a3-449e-ae8b-57f899cd80e1,Vermont Youth Climate Coalition,Charlotte,VT,PO Box 451,05401,https://www.vtycc.org/,unknown,unknown,The coalition empowers youth to take action on climate issues through education and advocacy initiatives.,Nonprofit / Grassroots,State / National,['Residents'],['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
032f8731-a014-47e3-9716-f8ae252ea77e,Newburyport Energy Advisory Committee,Newburyport,MA,"Newburyport City Hall, 60 Pleasant St",01950,https://www.cityofnewburyport.com/energy-advisory-committee,unknown,unknown,The Energy Advisory Committee promotes energy efficiency and renewable energy initiatives to reduce carbon emissions.,Municipality,Town / City,"['Municipality', 'Residents']",['Energy Efficiency'],[],Policy,,Not Verified,merge_engine,2026-05-25T03:12:12Z
03c007c3-ea79-4230-b253-9a2cc89d8563,Northeast Kingdom Collaborative,Lyndon,VT,PO Box 104,05851,http://www.nekingdom.org,unknown,unknown,"The Northeast Kingdom Collaborative focuses on community resilience and sustainability initiatives in the region, including climate adaptation strategies.",Nonprofit / Grassroots,Regional,['Residents'],['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
04207b1a-3a2e-4f4e-acc3-8dedcaba5503,Central Coast Community Energy (3CE),Monterey,CA,70 Garden Court,93940,https://3cenergy.org/,NorthSupport@3CE.org,1-877-455-2223,"Central Coast Community Energy (3CE) is a community choice energy program focused on providing renewable energy and reducing greenhouse gas emissions. It offers various programs and incentives to support clean energy solutions and electrification in residential, commercial, agricultural, and transportation sectors.",Nonprofit / Grassroots,Regional,"['Businesses', 'Municipality', 'Residents']","['Energy Efficiency', 'Transportation']",[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
0477f314-2fb9-4a1c-9b54-405dab57d9a0,Sustainable Somerville,Somerville,MA,"Somerville City Hall, 93 Washington St",02143,https://www.somervillema.gov/sustainability,unknown,unknown,Sustainable Somerville promotes initiatives aimed at reducing emissions and enhancing climate resilience.,Municipal / Government-affiliated,Town / City,"['Municipality', 'Residents']","['Environmental', 'Energy Efficiency']",[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
04895273-2e7b-4246-abc5-98807f097ec8,Pasadena Environmental Advisory Commission,Pasadena,CA,100 N Garfield Ave,91101,https://www.cityofpasadena.net/commissions/environmental-advisory-commission/,unknown,unknown,The commission advises on climate-related policies and initiatives in Pasadena.,Municipality,Town / City,['Municipality'],['Environmental'],[],Policy,,Not Verified,merge_engine,2026-05-25T03:12:12Z
04a45961-759b-477a-a080-55846629706d,Youth Climate Action Network,San Francisco,CA,234 Youth St,94102,https://youthclimateaction.org,unknown,unknown,Engages youth in climate education and advocacy efforts.,Nonprofit / Grassroots,Regional,['Residents'],['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
04f1bbc5-87e9-4750-8de8-ffa0219046f6,San Diego Youth Climate Action Network,San Diego,CA,3210 Park Blvd,92101,https://www.sdycan.org,unknown,unknown,The San Diego Youth Climate Action Network engages youth in climate education and advocacy for climate action.,Nonprofit / Grassroots,Regional,['Residents'],['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
050b5034-e02b-4e14-b57a-c6e6f67cc589,Massachusetts Department of Energy Resources,Boston,MA,"Boston, MA",02108,https://www.mass.gov/orgs/department-of-energy-resources,unknown,unknown,"The Massachusetts Department of Energy Resources implements policies for energy efficiency and renewable energy, contributing to climate action.",Municipal / Government-affiliated,State / National,"['Businesses', 'Municipality', 'Residents']",['Energy Efficiency'],[],Policy,,Not Verified,merge_engine,2026-05-25T03:12:12Z
055fb040-24bc-4b9f-a264-5654e1b5715b,"California State University, East Bay - Environmental Studies Department",Hayward,CA,"25800 Carlos Bee Blvd, Hayward, CA 94542",94542,https://www.csueastbay.edu,unknown,(510) 885-3000,"The Environmental Studies Department focuses on climate-related research and education, addressing local and global climate issues.",Academic,Regional,"['Businesses', 'Municipality', 'Residents']",['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
05788e2c-bd06-4169-ba3a-d88bcb87598c,Acton-Boxborough Regional School District,Boxborough,MA,15 Charter Road,01719,http://www.abschools.org,unknown,unknown,"The Acton-Boxborough Regional School District is committed to supporting students, families, and the community through various educational programs and initiatives.",Nonprofit / Grassroots,Regional,['Residents'],['Unknown'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
05bd4c7f-041d-4c58-90ac-500208e68338,EcoTarium,Worcester,MA,"222 Harrington Way, Worcester, MA 01604",01604,https://ecotarium.org,membership@ecotarium.org,unknown,"The EcoTarium is a museum of science and nature offering educational programs related to climate science and sustainability, focusing on climate education for youth.",Nonprofit / Grassroots,Regional,['Residents'],['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
05c0f1f8-e7c2-428e-b0e5-b432507f8b55,Petaluma Ecological Restoration Team (PERT),Petaluma,CA,PO Box 1403,94952,https://www.pert.org,unknown,unknown,PERT engages in ecological restoration projects that enhance resilience to climate change impacts in local ecosystems.,Nonprofit / Grassroots,Town / City,['Residents'],['Environmental'],[],Conservation,,Not Verified,merge_engine,2026-05-25T03:12:12Z
05dd61e8-e974-4dcd-b4c7-860d5ff25aa0,Haverhill Climate Committee,Haverhill,MA,"Haverhill, MA",01830,http://www.haverhill-ma.gov/climatecommittee,unknown,unknown,The Haverhill Climate Committee focuses on local climate action initiatives and sustainability efforts.,Municipal / Government-affiliated,Town / City,"['Municipality', 'Residents']",['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
05eefee8-fed2-49df-86f4-89a70d548f65,Sturbridge Climate Action Committee,Sturbridge,MA,"Sturbridge Town Hall, 308 Main St",01566,https://concordma.gov/3324/Climate-Action-Committee,unknown,unknown,The Sturbridge Climate Action Committee focuses on local climate initiatives and sustainability efforts.,Municipal / Government-affiliated,"[""Town / City""]","['Residents', 'Businesses']","['Energy Efficiency', 'Transportation', 'Environmental', 'Food & Food Waste', 'Waste Reduction']",[],Community Engagement,,Verified,merge_engine,2026-05-25T00:27:17Z
0698f4d9-87df-438d-90f7-d8fb286c0f9c,Culver City Climate Action Team,Culver City,CA,"Culver City, CA",90232,https://www.culvercity.org/,unknown,unknown,"Culver City Climate Action Team is involved in implementing the city's Climate Action Plan, focusing on community engagement and action.",Nonprofit / Grassroots,Town / City,"['Municipality', 'Residents']",['Unknown'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
06a5d58f-cdc5-404d-8ce9-067a08b4b5fb,Sustainable Mill Valley,Mill Valley,CA,"Mill Valley, CA",94941,http://sustainablemillvalley.org,unknown,unknown,Sustainable Mill Valley works on initiatives related to climate action and sustainability in the community.,Nonprofit / Grassroots,Town / City,['Residents'],['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
07091b55-b05b-4b11-8f99-e96e9aee46dd,Sustainable Essex Junction,Essex Junction,VT,"Essex Junction, VT",05452,https://www.sustainableessexjunction.org,unknown,unknown,Our mission is to promote sustainability and climate action in Essex Junction through community engagement and education.,Nonprofit / Grassroots,Town / City,['Residents'],['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
0746575d-4179-4dc0-8cbd-8095961e2b7a,Seacoast Climate Collaborative,Greenland,NH,1 Junkins Ave,03801,https://www.seacoastclimate.org/,unknown,unknown,The Seacoast Climate Collaborative is focused on climate action and resilience in the Seacoast region of New Hampshire.,Nonprofit / Grassroots,Regional,['unknown'],['Unknown'],[],Unknown,,Not Verified,merge_engine,2026-05-25T03:12:12Z
0761dd7c-fa2d-4788-8a81-3e2cacd5ef32,Riverside County Climate Collaborative,Riverside,CA,"4080 Lemon St, Riverside, CA 92501",92501,http://www.rcclimatecollaborative.org,unknown,unknown,The Riverside County Climate Collaborative engages local governments and organizations in climate action planning and implementation.,Nonprofit / Grassroots,Regional,"['Municipality', 'Residents']",['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
07a538b2-4f62-4728-b492-39cdca4ef535,Santa Ana Climate Action Plan,Santa Ana,CA,20 Civic Center Plaza,92701,https://www.santa-ana.org/climate-action-plan,unknown,unknown,The Santa Ana Climate Action Plan outlines strategies for reducing greenhouse gas emissions and enhancing community resilience.,Nonprofit / Grassroots,Town / City,"['Municipality', 'Residents']",['Unknown'],[],Unknown,,Not Verified,merge_engine,2026-05-25T03:12:12Z
07ab3b83-7e9e-4ff3-a798-1035c4b358ae,New Hampshire Climate Action Network,Chesterfield,NH,"Concord, NH 03301",03301,https://nhclimateaction.org/,unknown,unknown,The New Hampshire Climate Action Network is dedicated to advocating for policies that address climate change and promote sustainability across the state.,Nonprofit / Grassroots,State / National,"['Businesses', 'Municipality', 'Residents']",['Environmental'],[],Policy,,Not Verified,merge_engine,2026-05-25T03:12:12Z
07dcde9d-b264-49a5-9dd7-436864f99d06,Mendocino County Climate Action Committee,Point Arena,CA,45035 Main St,95468,http://www.mendocinocounty.org/climateaction,unknown,unknown,Mendocino County Climate Action Committee focuses on climate action and resilience planning in the region.,Nonprofit / Grassroots,Regional,"['Municipality', 'Residents']",['Unknown'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
07e0ecad-26d6-46bd-b1d4-0a41d5a2a97b,Green Oxford,Oxford,MA,"Oxford, MA",01540,http://www.greenoxford.org,unknown,unknown,Green Oxford focuses on local climate action initiatives and sustainability programs.,Nonprofit / Grassroots,Town / City,['Residents'],['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
07e878e2-58fa-475d-9101-2b141d66b6f2,Silicon Valley Clean Energy,Sunnyvale,CA,333 W. El Camino Real,94087,https://www.svcleanenergy.org/,customerservice@svcleanenergy.org,1-844-474-7823,"Silicon Valley Clean Energy (SVCE) is a public, not-for-profit agency that provides clean electricity for 280,000 residential and business customers across 13 Silicon Valley communities. SVCE generates clean electricity for use in homes and businesses, promoting electrification and energy transition.",Nonprofit / Grassroots,Regional,"['Businesses', 'Residents']",['Energy Efficiency'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
07f76ead-6e96-4927-a473-632ade3b26e2,Pomona Climate Action Network,Pomona,CA,246 Network Ln,91773,http://www.pomonacan.org,unknown,unknown,The network collaborates on climate action initiatives and policy advocacy.,Nonprofit / Grassroots,unknown,['unknown'],['Unknown'],[],Policy,,Not Verified,merge_engine,2026-05-25T03:12:12Z
07fda267-ad13-43ad-80b8-c806e6a0b0e0,Cape Ann Climate Coalition,East Gloucester,MA,456 Ocean Ave,01930,https://capeannclimatecoalition.org,unknown,unknown,Working on local climate action plans and community resilience initiatives.,Nonprofit / Grassroots,"[""Town / City"", ""State / National""]",['Residents'],"['Energy Efficiency', 'Transportation', 'Environmental', 'Waste Reduction']",[],Unknown,,Verified,merge_engine,2026-05-25T03:12:12Z
0801c73d-5f69-479e-bac9-4492408212f4,Pomona Valley Climate Action,Claremont,CA,"Claremont, CA",91711,http://www.pomonavalleyclimateaction.org,unknown,unknown,Pomona Valley Climate Action works on local climate initiatives and advocacy for emissions reduction.,Nonprofit / Grassroots,Regional,['Residents'],['Energy Efficiency'],[],Policy,,Not Verified,merge_engine,2026-05-25T03:12:12Z
080b86a7-a4d3-41ab-a659-4eb39f738e9e,North Country Climate Action Network,Lincoln,NH,PO Box 123,03251,http://www.northcountryclimateaction.org,unknown,unknown,North Country Climate Action Network works on local climate initiatives and advocacy for emissions reduction.,Nonprofit / Grassroots,Regional,['Residents'],['Energy Efficiency'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
080e5a3f-1e91-4f04-8b64-df0a84841fc2,Cal State Fullerton Sustainability,Fullerton,CA,"800 N State College Blvd, Fullerton, CA 92831",92831,https://sustainability.fullerton.edu,sustainability@fullerton.edu,unknown,"The Center for Sustainability at Cal State Fullerton is a hub for research, education, and community outreach regarding sustainability. It supports student groups, faculty, and the campus community through internships, service-learning, and other high impact experiences.",Academic,Regional,"['Businesses', 'Municipality', 'Residents']","['Environmental', 'Waste Reduction', 'Energy Efficiency']",[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
088a359e-79f9-4f72-b1bd-5dbc7b7d5feb,Seacoast Energy Hub,Stratham,NH,1 Junkins Ave,03801,https://seacoastenergyhub.org/,unknown,unknown,"The Seacoast Energy Hub focuses on energy efficiency, renewable energy, and community engagement to reduce carbon emissions.",Nonprofit / Grassroots,Regional,['Residents'],['Energy Efficiency'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
089e1a4c-2be7-48f5-ba06-7d461fd59bd4,Aquinnah Climate Committee,Aquinnah,MA,"Aquinnah Town Hall, 1 State Road",02535,https://www.aquinnah-ma.gov/climate-committee,unknown,unknown,The Aquinnah Climate Committee is focused on local climate action and resilience planning.,Municipal / Government-affiliated,Town / City,"['Municipality', 'Residents']",['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
08c1fada-cf99-4f73-a145-9317d87696ef,Sustainable Fremont,Fremont,MA,"Fremont City Hall, 3300 Capitol Ave",94538,https://sustainablemilton.org,unknown,unknown,Sustainable Fremont focuses on reducing greenhouse gas emissions and promoting energy efficiency in the community.,Nonprofit / Grassroots,"[""Town / City""]","['Residents', 'Municipality']","['Energy Efficiency', 'Food & Food Waste', 'Waste Reduction']",[],Community Engagement,,Verified,merge_engine,2026-05-25T00:27:17Z
0907d576-1bb3-47fb-9651-624c5f259225,New Hampshire Sustainable Energy Association,Freedom,NH,2 Pillsbury St,03301,https://www.nhsea.org,unknown,unknown,The New Hampshire Sustainable Energy Association advocates for clean energy solutions and policies that reduce greenhouse gas emissions in New Hampshire.,Nonprofit / Grassroots,State / National,"['Businesses', 'Municipality', 'Residents']",['Energy Efficiency'],[],Policy,,Not Verified,merge_engine,2026-05-25T03:12:12Z
090c4841-4931-4326-bda8-0e29a4869ec0,Orange County Climate Action Campaign,Placentia,CA,1505 E 17th St,92701,https://www.occlimateaction.org/,unknown,unknown,The Orange County Climate Action Campaign focuses on climate action and advocacy for local policies that reduce greenhouse gas emissions.,Nonprofit / Grassroots,Regional,['Residents'],['Environmental'],[],Policy,,Not Verified,merge_engine,2026-05-25T03:12:12Z
092972f9-89e1-4167-b568-1d4376c9a1fc,Tulare County Resource Management Agency,Tulare,CA,5961 S Mooney Blvd,93274,http://www.tularecounty.ca.gov/rma/,unknown,unknown,"The Tulare County Resource Management Agency focuses on waste reduction and recycling, including programs aimed at reducing greenhouse gas emissions.",Municipal / Government-affiliated,Regional,"['Municipality', 'Residents']",['Waste Reduction'],[],Unknown,,Not Verified,merge_engine,2026-05-25T03:12:12Z
093b131d-d24c-4892-bec6-ad274ab53b00,Pioneer Valley Planning Commission,Springfield,MA,60 Congress Street,01104,https://www.pvpc.org/,unknown,413-781-6045,"The Pioneer Valley Planning Commission (PVPC) is the designated regional planning body for the Pioneer Valley region, encompassing 43 cities and towns in Hampden and Hampshire counties. PVPC focuses on increasing communication, cooperation, and coordination among all levels of government, private business, and civic sectors to benefit the region and improve residents' quality of life.",Nonprofit / Grassroots,Regional,"['Businesses', 'Municipality', 'Residents']","['Environmental', 'Transportation', 'Energy Efficiency']",[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
09860944-1348-449d-b495-a640e2d59d25,Bennington County Regional Commission,Pownal,VT,"Southern Vermont Arts Center, 123 Park St",05201,https://www.bcrcvt.org/,unknown,unknown,The BCRC works on regional planning initiatives that include climate action and sustainability efforts.,Nonprofit / Grassroots,Regional,"['Businesses', 'Municipality', 'Residents']",['Environmental'],[],Policy,,Not Verified,merge_engine,2026-05-25T03:12:12Z
09dc7be7-52b8-471e-8465-e09903247739,Sustainable Montpelier Coalition,Montpelier,VT,39 Main Street,05602,https://sustainablemontpelier.org/,unknown,unknown,"The Sustainable Montpelier Coalition focuses on climate action and sustainability initiatives in the city, including energy efficiency and resilience planning.",Nonprofit / Grassroots,Town / City,['Residents'],['Energy Efficiency'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
09df005e-5c82-4f59-8435-99f086c527a1,Pinefield Youth Climate Initiative,Pinefield,MA,789 Youth Blvd,12345,http://www.pinefieldyci.org,unknown,unknown,Engaging youth in climate education and action programs.,Nonprofit / Grassroots,Town / City,['Residents'],['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
0a27eaf7-0164-41ff-b1c8-8af899039464,Green Whitman,Whitman,MA,"Whitman, MA",02382,http://www.greenwhitman.org,unknown,unknown,Focuses on local climate action initiatives and sustainability programs.,Nonprofit / Grassroots,unknown,['unknown'],['Unknown'],[],Unknown,,Not Verified,merge_engine,2026-05-25T03:12:12Z
0a291eda-22e6-4808-9c7b-06caa352536f,Green La Palma,La Palma,CA,7822 Walker St,90623,http://www.greenlapalma.org,unknown,unknown,Green La Palma focuses on sustainability initiatives and climate action in the community.,Nonprofit / Grassroots,Town / City,['Residents'],['Unknown'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
0a477277-948d-4333-b037-10ded44764e4,Central Coast Climate Collaborative,Santa Maria,CA,1234 Main St,93454,http://www.3c.org,unknown,unknown,Works on regional climate action plans and initiatives for decarbonization.,Nonprofit / Grassroots,Regional,"['Businesses', 'Municipality', 'Residents']",['Green Economics'],[],Policy,,Not Verified,merge_engine,2026-05-25T03:12:12Z
0a486f68-e158-4b4e-9670-b6265783a577,Modesto City Government - Climate Action Plan,Modesto,CA,1010 10th St,95354,http://www.modestogov.com/climateaction,unknown,unknown,City's official climate action plan focusing on emissions reduction and sustainability.,Municipality,Town / City,"['Municipality', 'Residents']","['Energy Efficiency', 'Green Economics']",[],Policy,,Not Verified,merge_engine,2026-05-25T03:12:12Z
0a5eb48e-c696-46d5-9210-868eb0047df0,Sustainable North Andover,North Andover,MA,"North Andover, MA",01845,http://www.sustainablenorthandover.org,unknown,unknown,Promotes sustainability and climate action in the community.,Nonprofit / Grassroots,Town / City,['Residents'],['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
0a7eb65a-940a-4c37-acaf-77aa37591185,Georgetown Climate Committee,Georgetown,MA,1 Library Street,01833,https://www.georgetownma.gov/climate-committee,unknown,unknown,The Georgetown Climate Committee focuses on local climate action initiatives and sustainability efforts.,Municipal / Government-affiliated,Town / City,['Residents'],['Unknown'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
0a8a369d-74f5-4809-8674-26c5ac0f8be9,Beverly Climate Action Network,beverly,MA,"Beverly, MA",01915,http://www.beverlyclimateaction.org,unknown,unknown,Beverly Climate Action Network focuses on local climate initiatives and community engagement for climate resilience.,Nonprofit / Grassroots,Town / City,['Residents'],['Environmental'],[],Community Engagement,,Not Verified,merge_engine,2026-05-25T03:12:12Z
0a9dfb01-ecb1-42fa-8ece-eb97d06576f7,Tehama County Air Pollution Control District,Red Bluff,CA,201 N. Main St.,96080,http://www.tehamacountyapcd.org/,unknown,unknown,The Tehama County Air Pollution Control District is involved in air quality management and has programs aimed at reducing emissions and improving air quality.,Nonprofit / Grassroots,Regional,"['Municipality', 'Residents']",['Environmental'],[],Policy,,Not Verified,merge_engine,2026-05-25T03:12:12Z
